Faiz d'Alexandre,,,,NE 38! BnF fr. 707,,,,,,
Livre de Sydrac,Book of Sydrac,,,BnF fr. 762,https://arlima.net/qt/sidrac_livre_de.html,,,,Encyclopedia,
Le Dit de Poissy,,,,BnF fr. 835,,,,,,
Cent balades,One Hundred Ballads,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#100b,,,,Poetry,
Epistre au Dieu d'Amours,The God of Love's Letter,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#amo,,,,,
Epistres sur le 'Roman de la Rose',"Letters on the ""Romance of the Rose""",Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#epr,,,,Epistle,
Jeux à Vendre,,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#jeu,,,,,
Livre des Trois Jugemens,The Book of Three Judgments,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#jug,,,,,
Livre du Debat des Deux Amans,The Book of the Debate of Two Lovers,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#deb,,,,,
"Rondeaux",,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#ron,,,,Poetry,
Virelais,Virelays,Christine de Pizan,,BL Harley MS 4431! BnF fr. 835,https://www.arlima.net/ad/christine_de_pizan.html#vir,,,,Poetry,
Une belle oraison de sainct Gregoires,,,,BnF fr. 836,,,,,,
Livre du Chemin de Long Estude,The Book of the Path of Long Study,Christine de Pizan,,BL Harley MS 4431! BnF fr. 836,https://www.arlima.net/ad/christine_de_pizan.html#che,,,,Allegory,
Livre du Duc des Vrays Amans,The Book of the Duke of True Lovers,Christine de Pizan,,BL Harley MS 4431! BnF fr. 836,https://www.arlima.net/ad/christine_de_pizan.html#duc,,,,,
Lamentations de saint Bernard,Lamentations of St. Bernard,St. Bernard,,BnF fr. 916,,,,,,
Oroison de St Augustin a Nostre Dame,Prayer of St. Augustine to Our Lady,,,BnF fr. 916,,,,,Prayer! Religious,
Bonne doctrine pour dévotes fames,Good Doctrine for Devout Women,,,BnF fr. 926,,,,,,
Chapel des fleurs de lys,Chapel of the Fleur de Lys,Philippe de Vitry,,BnF fr. 926,https://arlima.net/mp/philippe_de_vitry.html#cha,,,,,
Vivat rex,Long Live the King,Jean Gerson,,BnF fr. 926,https://arlima.net/il/jean_gerson.html#sef,,,,,
Vie et légende de sainte Barbe,Life and Legend of St. Barbara,Jacobus de Voragine,,BnF fr. 975,,,,,Religious! Hagiography,
Jardin de Contemplation,Garden of Contemplation,Jean Henry,,Chantilly MS 158! BnF fr. 997,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=11574
De Senectute,On Age,Cicero,Laurent de Premierfait,BnF fr. 1009,https://arlima.net/il/laurent_de_premierfait.html#vie,,,,Philosophy! Translation,
Les Fruits de tribulation,,,,BnF fr. 1009,,,,,,
Chasteau perilleux,Perilous Castle,Robert le Chartreux,,BnF fr. 445! BnF fr. 1009,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=3889
Miracles de sainte Catherine de Fierbois,,,,BnF fr. 1045,,,,,,
Du Ciel et du monde,Of the Sky and the World,Aristotle,Nicole Oresme,BnF fr. 1082,https://arlima.net/mp/nicole_oresme.html#cie,,,,,
Livre de chevalerie,Book of Chivalry,Vegetius,Jean de Vignay,BnF fr. 1229,https://arlima.net/uz/vegece.html#,,,,,
Roman de Brut,Romance of Brut,Wace,,BnF fr. 1454,https://arlima.net/uz/wace.html#bru,,,,Romance,
Cléomadès,Cleomades,Adenet le Roi,,BnF fr. 1456,https://arlima.net/ad/adenet_le_roi.html#cle,,,,Romance,
Diverses oraisons a Nostre Dame,Diverse Prayers to Our Lady,Gautier de Coinci,,BnF fr. 1533,https://arlima.net/eh/gautier_de_coinci.html#cin,,,,Religious,
Les Avez de Nostre Dame,The Aves of Our Lady,Gautier de Coinci,,BnF fr. 1533,https://arlima.net/eh/gautier_de_coinci.html#sal,,,,Religious,
Les XV signes du definement du monde,The 15 Signs of the End of the World,Gautier de Coinci,,BnF fr. 1533,,,,,,
Vie de Nostre Dame,Life of Our Lady,Gautier de Coinci,,BnF fr. 1533,,,,,Religious! Poetry,
Dialogue avec un phantom,Dialogue with a Ghost,Jean Gobi the Younger,,BnF fr. 1793,https://arlima.net/uz/vision_de_lame_de_gui_de_turno.html,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=11562
La Medecine de l'ame,The Doctor/Medicine of the Soul,Jean Gerson,,BnF fr. 1793,https://arlima.net/il/jean_gerson.html#med,,,,Religious,
Le credo qu’on chante en la messe mis en françoiz par maistre Jehan Sarrasin! docteur en theologie! pour les gens lays,The Credo that one sings at Mass! put into French by Master Jean Sarrasin! doctor of theology! for lay people,Jean Sarassin,,BnF fr. 1793,,,,,Religious,
Le Miroir de l'ame,The Mirror of the Soul,Jean Gerson,,BnF fr. 1793,https://arlima.net/il/jean_gerson.html#mir,,,,Religious,
Profit de savoir quel est pechié mortel ou veniel,Profit of Knowing What Is a Venial or Mortal Sin,Jean Gerson,,BnF fr. 1793,https://arlima.net/il/jean_gerson.html#ven,,,,Religious! Theology,
Traité des diverses tentations de l'ennemi,Treatise on the Diverses Temptations of the Enemy,Jean Gerson,,BnF fr. 1793,https://arlima.net/il/jean_gerson.html#tee,,,,Religious,
Une vray medicine a l'ame en l'article de la mort,A True Doctor/Medicine to the Soul at the Moment of Death,Jean de Varennes,,BnF fr. 1793,,,,,Religious,
A homme tiede,To the Lukewarm Man,,,BnF fr. 1801,,,,,Religious,
Charité qui est vraye amour de Dieu,Charity! which is True Love of God,,,BnF fr. 1801,,,,,Religious,
Discipline de Sapience,Discipline of Wisdom,,,BnF fr. 1801,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=18457
Exercice de la vie contemplative,Exercise of the Contemplative Life,,,BnF fr. 1801,,,,,Religious,
Lettre sur les tribulations,Letter on Tribulations,,,BnF fr. 1801,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=19889
Oraison a Dieu et Nostre Dame,Prayer to God and Our Lady,,,BnF fr. 1801,,,,,Religious! Prayer,
Oraison à JhesuCrist,Prayer to Jesus Christ,,,BnF fr. 1801,,,,,Prayer! Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=20122
Oraison de Nostre Seigneur 1,Prayer to Our Lord 1,,,BnF fr. 1801,,,,,Prayer! Religious,
Oratio ad sanctem crucem,Prayer to the Holy Cross,,,BnF fr. 1801,,,,,Religious! Prayer,
Oroison a Nostre Dame 2,Prayer to Our Lady 2,,,BnF fr. 1801,,,,,Religious! Prayer,
Oroison a Nostre Dame 3,Prayer to Our Lady 3,,,BnF fr. 1801,,,,,Religious! Prayer,
Oroison a Nostre Dame pour femme qui travaille d'enfant,Prayer to Our Lady for Women in Labor,,,BnF fr. 1801,,,,,Prayer! Religious! Childbirth,
Oroison a Nostre Dame...qui dira l'eure et le jour de son trespassement,Prayer to Our Lady...which Will Reveal the Hour and Day of Death,,,BnF fr. 1801,,,,,Religious! Prayer,
Oroison a Nostre Seigneur 3,Prayer to Our Lord 3,,,BnF fr. 1801,,,,,Prayer! Religious,
Oroison de Dieu et des trois rois,Prayer to God and the Three Kings,,,BnF fr. 1801,,,,,Religious! Prayer,
Oroison de Nostre Dame,Prayer to Our Lady,,,BnF fr. 1801,,,,,Prayer! Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=9708
Oroison de Nostre Seigneur 2,Prayer to Our Lord 2,,,BnF fr. 1801,,,,,Prayer! Religious,
Oroison de Nostre Seigneur 4,Prayer to Our Lord 4,,,BnF fr. 1801,,,,,Religious! Prayer,
Oroison des souffrances Nostre Seigneur,Prayer of the Sufferings of Our Lord,,,BnF fr. 1801,,,,,Prayer! Religious,
Oroison Nostre Dame 1,Prayer to Our Lady 1,,,BnF fr. 1801,,,,,Prayer! Religious,
Oroison pour soy et ses amis,Prayer for Oneself and One's Friends,,,BnF fr. 1801,,,,,Religious! Prayer,
Parlemens de l'ame a Dieu,Prayers of the Soul to God,St. Augustine,,BnF fr. 1801,,,,,Religious! Translation,
Plainte de la Vierge,Plaint of the Virgin Mary,,,BnF fr. 1801,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=4754
Prière à Jhesucrist,Prayer to Jesus Christ,,,BnF fr. 1801,,,,,Religious! Prayer,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=19344
Prière à Notre Dame,Prayer to Our Lady,,,BnF fr. 1801,,,,,Religious! Prayer,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=9125
Prière avant la Communion,Prayer before Communion,,,BnF fr. 1801,,,,,Prayer! Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=19309
Prière: De la lumière de Dieu,Prayer: On the Light of God,,,BnF fr. 1801,,,,,Religious! Prayer,
Prière: Sire! épargne moi,Prayer: Lord! Save Me,,,BnF fr. 1801,,,,,Religious! Prayer,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=18403
Prière: Vray Dieu roy tout puissant,Prayer: True God! All-Powerful King,,,BnF fr. 1801,,,,,Religious! Prayer,
Tres douce dame des anges,Very Sweet Lady of the Angels,,,BnF fr. 1801,,,,,Religious,
Vie de Saincte Elisabeth de Hongroie,Life of St. Elizabeth of Hungary,,,BnF fr. 1801,https://arlima.net/eh/elisabeth_de_hongrie_sainte.html,,,,Religious! Hagiography,
Vie de Sainte Marguerite,Life of St. Margaret,,,BnF fr. 1801,,,,,Religious! Hagiography,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=10361
L'Aguillon d'amour divine,The Prick of Divine Love,Bonaventura,Simon de Courcy,BnF fr. 926! Chantilly MS 138! BnF fr. 1801,https://arlima.net/qt/simon_de_courcy.html#,,,,Religious,
Préparation du saint Sacrement de l'autel,Preparation of the Holy Sacrament of the Altar,,,BnF fr. 1813,,,,,Religious,
Réductoire de l'âme,,Etienne des Arpentiz,,BnF fr. 1821,,,,,Commission! Gift! Religious! Translation! Compilation,
Traité de mendicité spirituelle,Treatise on Spiritual Poverty,Jean Gerson,,BnF fr. 1835,https://arlima.net/il/jean_gerson.html#men,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=9733
L'ABC des simples gens,ABCs for Simple Folk,Jean Gerson,,BnF fr. 1836,https://arlima.net/il/jean_gerson.html#abc,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=11522
La Diete de Salut,,Pierre de Luxembourg,,BnF fr. 1836,https://arlima.net/mp/pierre_de_luxembourg.html,,,,Religious! Female dedicatee,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=13041
Science de bien mourir,The Science of Dying Well,Jean Gerson,,BnF fr. 1836,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=5138
Exposition sur le Carmen de muliere forti,Exposition of the Poem Muliere Forti,Jean de Bory,,BnF fr. 1841,https://arlima.net/il/jean_de_bory.html#for,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=10743
Livre de perfection,Book of Perfection,Robert Ciboule,,BnF fr. 1841,https://arlima.net/qt/robert_ciboule.html#per,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=12030
Traité de la vie contemplative,Treatise on the Contemplative Life,,,BnF fr. 1875,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=19793
Vie de saint Julien,Life of St. Julien,Guillaume Danicot,,BnF fr. 2099,,,,,Religious! Hagiography! Female dedicatee,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=1817
Vie de saint Josse,Life of St. Yves,,François Quesnaye,BnF fr. 2101,,,,,Religious! Hagiography,
Congratulacion et graces de la nativité de Charles aisné filz du roy Loys unziesme de ce nom,Congratulations and Thanks on the Birth of Charles! Oldest Son of King Louis! Eleventh of this Name,Guillaume Danicot,,BnF fr. 2222,,,,,Childbirth! Female dedicatee,
Livre des quatre dames,,Alain Chartier,,BnF fr. 2234,https://arlima.net/ad/alain_chartier.html#dam,,,,Debate,
Chroniques,Chronicles,Jean Froissart,,BnF fr. 2641,https://arlima.net/il/jean_froissart.html#chr,,,,Chronicle,
Bible historiale,,Pierre le Mangeur,Guiard des Moulins,KBR ms. 9024-25! BnF fr. 5707,https://arlima.net/eh/guiart_des_moulins.html#bih,,,,Paraliturgical,
Vie et office de sainte Radegande,,,,Bnf fr. 5718,,,,,Hagiography! Religious,
Ethique et Politique,Ethics and Politics,Aristotle,Nicole Oresme,BnF fr. 9106,https://arlima.net/mp/nicole_oresme.html#eth,,,,Translation,
Vie et mystère de saint Vincent en vers et par personnages,Life and mystère of St. Vincent! in verse,Guillaume Danicot,,BnF fr. 12538,,,,,Religious! Hagiography,
Parfait du Paon,,Jean de le Motte,,BnF fr. 12565,https://arlima.net/il/jean_de_le_mote.html#par,,,,,
Restor du Paon,,Jean Brisebarre,,BnF fr. 12565,https://arlima.net/il/jean_le_court.html#res,,,,,
Roman d'Alexandre,Romance of Alexander,,,BnF fr. 12565,,,,,Romance,
Voeux du Paon,Vow of the Peacock,Jacques de Longuyon,,BnF fr. 12565,https://arlima.net/il/jacques_de_longuyon.html#voe,,,,,
Le Livre des amphorismes Ypocras! en medecine! avecques les commens de Galien,The Book of Hippocrates' Aphorisms! with Galen's Commentary,Hippocrates,Martin de Saint-Gille,BnF fr. 24246,https://arlima.net/mp/martin_de_saint-gille.html,,,,,
Grandes Heures du duc de Berry,,,,BnF lat. 919,,,,,Religious! Paraliturgical,
Psautier Saint Louis,Saint Louis' Psalter,,,BnF lat. 10525,,,,,,
Breviaire,Breviary,,,BnF lat. 17294,,,,,Paraliturgical,
Miroir historial v. 2,Mirror of History v. 2,Vincent of Beauvais,Jean de Vignay,BnF n.a.f. 15942-44,https://arlima.net/il/jean_de_vignay.html#his,,,,,
Psalter,,,,NE 97! Cambridge Fitzwilliam Museum MS 38-1950,,,,,,
Confessio Amantis,The Confessions of a Lover,John Gower,,Cambridge Pembroke College MS 307,,,https://quod.lib.umich.edu/m/middle-english-dictionary/bibliography/BIB1379/track?counter=1&search_id=97344,,,
La Passion de Jésus-Christ en prose,Passion! in prose,,,Chantilly MS 36,,,,,Religious! Translation,
Pourquoi Dieu s'est fait homme,Why God Became Man,St. Anselm,Pierre Crapillet d'Annoire,Chantilly MS 129,https://arlima.net/mp/pierre_crapillet.html,,,,Theology! Religious,
Soliloque touchant le gage de l'âme,On the Earnest Money of the Soul,Hugh of St. Victor,Pierre Crapillet d'Annoire,Chantilly MS 129,https://arlima.net/mp/pierre_crapillet.html,,,,Theology,
Dedicace de l'âme,,,,Chantilly MS 138,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=8880
Dialogue du père et du filz,,,,Chantilly MS 138,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=12175
Enseignemens d'une dame à une amie,,,,Chantilly MS 138,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=8880
Enseignemens Saint Louis,,,,Chantilly MS 138,,,,,Mirror of Princes,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=2301
Legiloque,,,,Chantilly MS 138,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=8387
Lettre adressé par un religieux à un jeune noble pour lui apprendre à se confesser,,,,Chantilly MS 138,,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=8871
Traite de troys chevaliers,,,,Chantilly MS 138,,,,,,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=8873
Traité des nouvelletés du monde,,,,Chantilly MS 138,,,,,,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=12175
L'Examen de conscience,The Examination of the Conscience,Jean Gerson,,BnF fr. 1793! BnF fr. 1836! Chantilly MS 138,https://arlima.net/il/jean_gerson.html#ecf,,,,Religious,http://jonas.irht.cnrs.fr/consulter/oeuvre/detail_oeuvre.php?oeuvre=5137
Declaracion de la differance entre pechié mortel et veniel,Declaration of the Difference between Mortal and Venial Sin,Guillaume de Vaurouillon,,Chantilly MS 140,,,,,Theology! Religious,
In festo beati Petri et Pauli apostolorum sermo,Sermon on the Feast of the Blessed Apostles Peter and Paul,Jean Gerson,,Chantilly MS 140,https://arlima.net/il/jean_gerson.html#sef,,,,,
Pèlerinage de l'âme en prose,Pilgrimage of the Soul in Prose,Guillaume de Digulleville,Jean Galopes,Chantilly MS 140,https://arlima.net/il/jean_galopes.html#pel,,,,Allegory! Pilgrimage,
Qui manducat me,Who Eats of Me,Robert Ciboule,,Chantilly MS 140,https://arlima.net/qt/robert_ciboule.html#aut,,,,Religious,
Vidimus nunc,Now We See,Jean Gerson,,Chantilly MS 140,https://arlima.net/il/jean_gerson.html#sef,,,,Religious,
